kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,annual_kwh,capex_usd,annual_om_usd,re_ef,net_ef,co2_avoided_t,bundle_id,lit_fraction
81.06.05.2001,Tihulale,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,2230,611,161.3,1299949.0,2165892.0,43318.0,24,876,1138.755324,96,0.1818181818181818
81.06.05.2002,Rumahkay,Amalatu,Seram Bagian Barat,micro_hydro,dark_settled,2568,724,191.14,1540435.0,2650381.0,53008.0,24,876,1349.42106,96,0.1363636363636363
81.06.05.2003,Latu,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,5004,1385,365.64,2946766.0,4416606.0,88332.0,24,876,2581.367016,98,0.2727272727272727
81.06.05.2004,Tomalehu,Amalatu,Seram Bagian Barat,solar_biomass_hybrid,intermittent,938,249,65.74,529812.0,309684.0,6890.0,88,812,430.207344,97,0.2727272727272727
81.06.05.2005,Hualoy,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,2530,678,178.99,1442516.0,2333678.0,46674.0,24,876,1263.644016,96,0.1818181818181818
81.06.05.2006,Seriholo,Amalatu,Seram Bagian Barat,solar_biomass_hybrid,dark_settled,1062,265,69.96,563822.0,336037.0,7477.0,88,812,457.823464,97,0.1363636363636363
81.06.05.2007,Tala,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,626,164,43.3,348963.0,538620.0,10772.0,24,876,305.691588,97,0.1818181818181818
81.06.06.2002,Rambatu,Inamosol,Seram Bagian Barat,micro_hydro,intermittent,1207,307,81.05,653198.0,1030627.0,20613.0,24,876,572.201448,104,0.2272727272727272
81.06.06.2005,Hukuanakota,Inamosol,Seram Bagian Barat,micro_hydro,intermittent,1020,248,65.47,527636.0,826186.0,16524.0,24,876,462.209136,104,0.2272727272727272
81.06.08.2005,Kulur,Huamual,Seram Bagian Barat,solar_battery,intermittent,1097,298,78.67,634017.0,535653.0,11517.0,27,873,553.496841,100,0.5909090909090909
81.06.10.2001,Sohuwe,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,757,196,51.74,416983.0,719887.0,14398.0,24,876,365.277108,108,0.2727272727272727
81.06.10.2003,Lumahlatal,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,509,133,35.11,282959.0,478655.0,9573.0,24,876,247.872084,108,0.2272727272727272
81.06.10.2005,Seakasale,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,419,117,30.89,248949.0,423553.0,8471.0,24,876,218.079324,108,0.2272727272727272
81.06.10.2006,Makububui,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,887,239,63.1,508536.0,853262.0,17065.0,24,876,445.477536,108,0.3181818181818182
81.06.10.2007,Sukaraja,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,614,177,46.73,376606.0,213000.0,4739.0,88,812,305.804072,109,0.3181818181818182
81.06.10.2008,Uwen Pantai,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,602,179,47.26,380878.0,637028.0,12741.0,24,876,333.649128,108,0.2727272727272727
81.06.10.2009,Tounussa,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,394,109,28.78,231944.0,124893.0,2779.0,88,812,188.338528,109,0.5
81.06.10.2010,Musihuwey,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,592,164,43.3,348963.0,190923.0,4248.0,88,812,283.357956,109,0.5454545454545454
81.06.10.2011,Solea,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,754,213,56.23,453169.0,240256.0,5346.0,88,812,367.973228,109,0.5
81.06.10.2012,Waraloin,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,350,110,29.04,234039.0,390330.0,7807.0,24,876,205.018164,108,0.3181818181818182
81.06.10.2013,Walakone,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,712,171,45.14,363792.0,192881.0,4292.0,88,812,295.399104,109,0.3181818181818182
81.06.10.2014,Hatunuru,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,534,136,35.9,289325.0,431744.0,8635.0,24,876,253.4487,108,0.1818181818181818
81.06.10.2015,Lumahpelu,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,758,215,56.76,457440.0,249371.0,5549.0,88,812,371.44128,109,0.4090909090909091
81.06.11.2002,Sanahu,Elpaputih,Seram Bagian Barat,micro_hydro,dark_settled,1231,321,84.74,682937.0,1085303.0,21706.0,24,876,598.252812,99,0.1363636363636363
81.06.11.2003,Wasia,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,362,102,26.93,217034.0,368267.0,7365.0,24,876,190.121784,99,0.1818181818181818
81.06.11.2004,Sumeith Pasinaro,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,316,74,19.54,157477.0,249744.0,4995.0,24,876,137.949852,99,0.2272727272727272
81.06.11.2006,Abio Ahiolo,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,1280,276,72.86,587193.0,935032.0,18701.0,24,876,514.381068,99,0.2272727272727272
81.06.11.2007,Huku Kecil,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,457,100,26.4,212763.0,355527.0,7111.0,24,876,186.380388,99,0.2272727272727272
81.06.11.2008,Elpaputih,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,2224,628,165.79,1336135.0,2154983.0,43100.0,24,876,1170.45426,99,0.2272727272727272
81.07.01.2003,Kobraur,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,228,60,15.84,127658.0,67678.0,1506.0,88,812,103.658296,31,0.1363636363636363
81.07.01.2004,Lau-Lau,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,592,167,44.09,355330.0,188370.0,4191.0,88,812,288.52796,31,0.1363636363636363
81.07.01.2005,Gorar,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,514,152,40.13,323416.0,171450.0,3815.0,88,812,262.613792,31,0.0909090909090909
81.07.01.2006,Tungu,Pulau-Pulau Aru,Kepulauan Aru,solar_battery,intermittent,329,95,25.08,202125.0,167009.0,3591.0,27,873,176.455125,31,0.2272727272727272
81.07.01.2007,Tunguwatu,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,intermittent,795,222,58.61,472350.0,250407.0,5572.0,88,812,383.5482,31,0.1818181818181818
81.07.02.2001,Jerol,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,841,209,55.18,444707.0,367420.0,7900.0,27,873,388.229211,20,0.3181818181818182
81.07.02.2003,Kabalukin,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,700,163,43.03,346787.0,286553.0,6161.0,27,873,302.745051,20,0.4545454545454545
81.07.02.2004,Kalar-Kalar,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,1519,362,95.57,770218.0,636393.0,13682.0,27,873,672.400314,20,0.4545454545454545
81.07.02.2006,Ngaiguli,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,264,76,20.06,161668.0,85725.0,1907.0,88,812,131.274416,20,0.5
81.07.02.2008,Ngaibor,Aru Selatan,Kepulauan Aru,wind_solar_hybrid,intermittent,564,155,40.92,329782.0,259537.0,6878.0,15,885,291.85707,20,0.5
81.07.02.2026,Lor-lor,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,900,251,66.26,534003.0,283118.0,6299.0,88,812,433.610436,19,0.1818181818181818
81.07.02.2027,Gaimar,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,257,68,17.95,144663.0,119543.0,2570.0,27,873,126.290799,20,0.3636363636363636
81.07.02.2029,Doka Barat,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,515,148,39.07,314873.0,166938.0,3714.0,88,812,255.676876,19,0.2727272727272727
81.07.02.2031,Jelia,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,346,89,23.5,189391.0,100389.0,2234.0,88,812,153.785492,19,0.2727272727272727
81.07.03.2003,Gardakau,Aru Tengah,Kepulauan Aru,solar_battery,dark_settled,1288,343,90.55,729761.0,602991.0,12964.0,27,873,637.081353,23,0.1363636363636363
81.07.03.2006,Lorang,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,274,72,19.01,153205.0,81213.0,1807.0,88,812,124.40246,24,0.1363636363636363
81.07.03.2008,Manjau,Aru Tengah,Kepulauan Aru,solar_battery,dark_settled,407,127,33.53,270225.0,223265.0,4800.0,27,873,235.906425,23,0.1363636363636363
81.07.03.2009,Kwarbola,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,226,63,16.63,134024.0,110754.0,2381.0,27,873,117.002952,23,0.2272727272727272
81.07.03.2030,Kobasel Timur,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,283,129,34.06,274496.0,226781.0,4876.0,27,873,239.635008,23,0.1818181818181818
81.07.03.2031,Fatlabata,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,442,126,33.26,268049.0,221507.0,4762.0,27,873,234.006777,23,0.1818181818181818
81.07.03.2033,Wakua,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,intermittent,1572,447,118.01,951066.0,504199.0,11218.0,88,812,772.265592,24,0.2272727272727272
81.07.03.2037,Tanah Miring,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,intermittent,459,137,36.17,291501.0,154531.0,3438.0,88,812,236.698812,24,0.3636363636363636
81.07.03.2043,Maijuring,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,964,294,77.62,625555.0,331621.0,7379.0,88,812,507.95066,24,0.1363636363636363
81.07.03.2045,Selibata-bata,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,1087,332,87.65,706389.0,374483.0,8332.0,88,812,573.587868,24,0.1363636363636363
81.07.04.2001,Marlasi,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,1925,525,138.6,1117005.0,879076.0,23296.0,15,885,988.549425,28,0.2272727272727272
81.07.04.2002,Kolamar,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,837,223,58.87,474445.0,373398.0,9895.0,15,885,419.883825,28,0.2727272727272727
81.07.04.2004,Tasinwaha,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,537,120,31.68,255315.0,200932.0,5325.0,15,885,225.953775,29,0.2727272727272727
81.07.04.2005,Foket,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,685,188,49.63,399978.0,314793.0,8342.0,15,885,353.98053,28,0.2272727272727272
81.07.04.2006,Kaibolafin,Aru Utara,Kepulauan Aru,solar_battery,dark_settled,355,94,24.82,200029.0,165251.0,3553.0,27,873,174.625317,29,0.1363636363636363
81.07.04.2007,Wahangula-Ngula,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,262,78,20.59,165939.0,130606.0,3461.0,15,885,146.856015,28,0.2272727272727272
81.07.04.2008,Wahayum,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,489,129,34.06,274496.0,145507.0,3238.0,88,812,222.890752,29,0.1363636363636363
81.07.04.2009,Warialau,Aru Utara,Kepulauan Aru,solar_battery,dark_settled,835,245,64.68,521269.0,451460.0,9706.0,27,873,455.067837,29,0.0909090909090909
81.07.04.2010,Jerwatu,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,449,123,32.47,261682.0,138739.0,3087.0,88,812,212.485784,29,0.0909090909090909
81.07.04.2013,Selmona,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,558,149,39.34,317049.0,168066.0,3739.0,88,812,257.443788,29,0.2727272727272727
81.07.05.2001,Kabalsiang,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,937,262,69.17,557455.0,460594.0,9903.0,27,873,486.658215,30,0.2272727272727272
81.07.05.2002,Benjuring,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,798,217,57.29,461712.0,381484.0,8202.0,27,873,403.074576,30,0.1818181818181818
81.07.05.2003,Batuley,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,358,107,28.25,227672.0,188105.0,4044.0,27,873,198.757656,30,0.2272727272727272
81.07.05.2004,Kumul,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,1039,276,72.86,587193.0,485206.0,10432.0,27,873,512.619489,30,0.1818181818181818
81.07.05.2006,Sewer,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,dark_settled,536,154,40.66,327687.0,270731.0,5821.0,27,873,286.070751,30,0.0909090909090909
81.07.05.2008,Kompane,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,dark_settled,588,172,45.41,365968.0,302375.0,6501.0,27,873,319.490064,30,0.1363636363636363
81.07.05.2009,Kobamar,Aru Utara Timur Batuley,Kepulauan Aru,solar_biomass_hybrid,intermittent,335,99,26.14,210667.0,111668.0,2485.0,88,812,171.061604,30,0.2272727272727272
81.07.06.2006,Leiting,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,intermittent,773,203,53.59,431893.0,228976.0,5095.0,88,812,350.697116,32,0.2272727272727272
81.07.06.2007,Bardefan,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,266,80,21.12,170210.0,90237.0,2008.0,88,812,138.21052,32,0.0909090909090909
81.07.06.2008,Mohongsel,Sir-Sir,Kepulauan Aru,solar_battery,intermittent,336,93,24.55,197853.0,163493.0,3515.0,27,873,172.725669,32,0.2272727272727272
81.07.06.2009,Kolaha,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,595,169,44.62,359602.0,190625.0,4241.0,88,812,291.996824,32,0.1363636363636363
81.07.06.2010,Goda-Goda,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,695,194,51.22,412792.0,218824.0,4869.0,88,812,335.187104,33,0.1363636363636363
81.07.07.2001,Koijabi,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,1135,289,76.3,614917.0,508060.0,10923.0,27,873,536.822541,26,0.1818181818181818
81.07.07.2004,Warjukur,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,dark_settled,570,134,35.38,285134.0,151147.0,3363.0,88,812,231.528808,27,0.1363636363636363
81.07.07.2008,Kaiwabar,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,252,65,17.16,138296.0,114270.0,2457.0,27,873,120.732408,26,0.1818181818181818
81.07.07.2009,Ponom,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,268,68,17.95,144663.0,119543.0,2570.0,27,873,126.290799,26,0.2272727272727272
81.07.07.2010,Lola,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,intermittent,340,101,26.66,214858.0,113924.0,2535.0,88,812,174.464696,27,0.2272727272727272
81.07.07.2011,Mariri,Aru Tengah Timur,Kepulauan Aru,solar_battery,dark_settled,463,141,37.22,299963.0,247877.0,5329.0,27,873,261.867699,26,0.1363636363636363
81.07.07.2012,Dosinamalau,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,dark_settled,925,245,64.68,521269.0,276350.0,6149.0,88,812,423.270428,27,0.1363636363636363
81.07.07.2013,Karawai,Aru Tengah Timur,Kepulauan Aru,solar_battery,dark_settled,360,103,27.19,219130.0,181073.0,3893.0,27,873,191.30049,26,0.0909090909090909
81.07.08.2006,Jambu Air,Aru Tengah Selatan,Kepulauan Aru,solar_battery,intermittent,552,162,42.77,344692.0,284795.0,6123.0,27,873,300.916116,25,0.2727272727272727
81.07.08.2007,Warabal,Aru Tengah Selatan,Kepulauan Aru,wind_solar_hybrid,intermittent,466,154,40.66,327687.0,257862.0,6833.0,15,885,290.002995,25,0.1818181818181818
81.07.09.2002,Dosimar,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,168,51,13.46,108477.0,85396.0,2263.0,15,885,96.002145,21,0.5
81.07.09.2003,Batugoyang,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,641,184,48.58,391516.0,308095.0,8165.0,15,885,346.49166,21,0.4090909090909091
81.07.09.2004,Salarem,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,550,146,38.54,310602.0,244467.0,6478.0,15,885,274.88277,21,0.3636363636363636
81.07.09.2005,Siya,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,376,106,27.98,225496.0,177490.0,4703.0,15,885,199.56396,21,0.3636363636363636
81.07.09.2006,Beltubur,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,878,211,55.7,448897.0,353305.0,9363.0,15,885,397.273845,21,0.2727272727272727
81.07.09.2009,Gomar Sungai,Aru Selatan Timur,Kepulauan Aru,solar_biomass_hybrid,intermittent,490,123,32.47,261682.0,138739.0,3087.0,88,812,212.485784,21,0.1818181818181818
81.07.10.2001,Tabarfane,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,919,292,77.09,621284.0,329365.0,7328.0,88,812,504.482608,22,0.2272727272727272
81.07.10.2002,Rebi,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,720,218,57.55,463807.0,245896.0,5471.0,88,812,376.611284,22,0.4090909090909091
81.07.10.2003,Lutur,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,655,197,52.01,419159.0,222208.0,4944.0,88,812,340.357108,22,0.2272727272727272
81.07.10.2004,Hokmar,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,386,102,26.93,217034.0,115052.0,2560.0,88,812,176.231608,22,0.2727272727272727
81.07.10.2005,Juring,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,630,174,45.94,370240.0,196265.0,4367.0,88,812,300.63488,22,0.1818181818181818
81.07.10.2006,Erersin,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,405,103,27.19,219130.0,116180.0,2585.0,88,812,177.93356,22,0.1818181818181818
81.07.10.2007,Maekor,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,790,228,60.19,485083.0,257175.0,5722.0,88,812,393.887396,22,0.1363636363636363
81.08.01.2001,Klis,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,3211,843,222.55,1793575.0,1411545.0,37406.0,15,885,1587.313875,60,0.5454545454545454
81.08.01.2005,Werwaru,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,1103,311,82.1,661660.0,520748.0,13800.0,15,885,585.5691,59,0.4090909090909091
81.08.01.2006,Tounwawan,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,3482,932,246.05,1982966.0,1560570.0,41355.0,15,885,1754.92491,60,0.3181818181818182
81.08.01.2007,Moain,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,551,148,39.07,314873.0,247816.0,6567.0,15,885,278.662605,59,0.3636363636363636
81.08.02.2003,Kuaimelu,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,428,125,33.0,265954.0,154951.0,3448.0,88,812,215.954648,53,0.1818181818181818
81.08.02.2004,Kumur,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,658,169,44.62,359602.0,204725.0,4555.0,88,812,291.996824,53,0.1818181818181818
81.08.02.2005,Bebar Timur,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1132,318,83.95,676570.0,395628.0,8803.0,88,812,549.37484,53,0.2272727272727272
81.08.02.2007,Kehli,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1263,357,94.25,759580.0,460677.0,10250.0,88,812,616.77896,53,0.3181818181818182
81.08.03.2001,Luang Barat,Mdona Hyera,Maluku Barat Daya,solar_battery,intermittent,1011,318,83.95,676570.0,597195.0,12840.0,27,873,590.64561,56,0.4545454545454545
81.08.03.2002,Luang Timur,Mdona Hyera,Maluku Barat Daya,solar_battery,intermittent,1368,371,97.94,789318.0,657336.0,14133.0,27,873,689.074614,56,0.3636363636363636
81.08.03.2004,Rumkisar,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,336,97,25.61,206396.0,111319.0,2477.0,88,812,167.593552,58,0.1818181818181818
81.08.03.2005,Lelang,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,527,150,39.6,319144.0,174622.0,3885.0,88,812,259.144928,58,0.3636363636363636
81.08.03.2006,Mahaleta,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,498,141,37.22,299963.0,170782.0,3800.0,88,812,243.569956,57,0.5454545454545454
81.08.03.2008,Rotnama,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,283,88,23.23,187215.0,106722.0,2375.0,88,812,152.01858,57,0.5
81.08.03.2009,Batugajah,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,411,132,34.85,280863.0,163052.0,3628.0,88,812,228.060756,58,0.2727272727272727
81.08.03.2010,Pupliora,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,650,184,48.58,391516.0,221650.0,4932.0,88,812,317.910992,57,0.5
81.08.03.2011,Regoha,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,513,140,36.96,297868.0,167524.0,3727.0,88,812,241.868816,58,0.2727272727272727
81.08.04.2003,Tela,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,1715,495,130.68,1053176.0,875639.0,23204.0,15,885,932.06076,52,0.4545454545454545
81.08.04.2004,Yaltubung,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,532,147,38.81,312778.0,251148.0,6655.0,15,885,276.80853,52,0.1818181818181818
81.08.04.2005,Wanuwui,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,663,181,47.78,385069.0,311576.0,8257.0,15,885,340.786065,52,0.2272727272727272
81.08.04.2015,Lewah,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,376,94,24.82,200029.0,149150.0,3319.0,88,812,162.423548,51,0.2272727272727272
81.08.04.2016,Hertuti,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,317,82,21.65,174482.0,117251.0,2609.0,88,812,141.679384,51,0.1818181818181818
81.08.04.2017,Sinairusi,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,465,125,33.0,265954.0,184513.0,4105.0,88,812,215.954648,51,0.1818181818181818
81.08.05.2002,Yatoke,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,728,216,57.02,459536.0,383111.0,10152.0,15,885,406.68936,64,0.4090909090909091
81.08.05.2004,Nakarhamto,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,566,159,41.98,338325.0,283757.0,7520.0,15,885,299.417625,64,0.2727272727272727
81.08.05.2005,Emplawas,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,427,124,32.74,263858.0,215493.0,5711.0,15,885,233.51433,64,0.3636363636363636
81.08.05.2007,Ahanari,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,964,268,70.75,570188.0,459720.0,12183.0,15,885,504.61638,64,0.3181818181818182
81.08.05.2008,Wakpapapi,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,743,223,58.87,474445.0,381041.0,10098.0,15,885,419.883825,64,0.3181818181818182
81.08.05.2009,Analutur,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,328,90,23.76,191487.0,153530.0,4069.0,15,885,169.465995,64,0.3636363636363636
81.08.05.2010,Manuweri,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,498,137,36.17,291501.0,236339.0,6263.0,15,885,257.978385,64,0.3636363636363636
81.08.05.2011,Tutuwawang,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,464,133,35.11,282959.0,228711.0,6061.0,15,885,250.418715,64,0.2727272727272727
81.08.06.2004,Masapun,Wetar Selatan,Maluku Barat Daya,solar_biomass_hybrid,intermittent,630,167,44.09,355330.0,236200.0,5255.0,88,812,288.52796,66,0.3636363636363636
81.08.06.2023,Hiay,Wetar Selatan,Maluku Barat Daya,solar_biomass_hybrid,intermittent,470,129,34.06,274496.0,181861.0,4046.0,88,812,222.890752,66,0.3636363636363636
81.08.09.2001,Latalola Besar,Pulau Masela,Maluku Barat Daya,solar_battery,intermittent,450,138,36.43,293597.0,242603.0,5216.0,27,873,256.310181,62,0.4545454545454545
81.08.09.2002,Serili,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,346,96,25.34,204220.0,108284.0,2409.0,88,812,165.82664,62,0.2727272727272727
81.08.09.2003,Latalola Kecil,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,219,63,16.63,134024.0,71062.0,1581.0,88,812,108.827488,62,0.5
81.08.09.2004,Telalora,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,203,69,18.22,146839.0,79038.0,1759.0,88,812,119.233268,62,0.4090909090909091
81.08.09.2005,Marsela,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,196,72,19.01,153205.0,81943.0,1823.0,88,812,124.40246,62,0.5909090909090909
81.08.09.2006,Babiotang,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,303,90,23.76,191487.0,101517.0,2259.0,88,812,155.487444,62,0.3181818181818182
81.08.09.2007,Iblatmuntah,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,139,46,12.14,97839.0,52042.0,1158.0,88,812,79.445268,62,0.3636363636363636
81.08.09.2008,Ilbutung,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,192,65,17.16,138296.0,74911.0,1667.0,88,812,112.296352,62,0.4545454545454545
81.08.09.2009,Lawawang,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,300,93,24.55,197853.0,104900.0,2334.0,88,812,160.656636,62,0.2272727272727272
81.08.09.2010,Nura,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,596,186,49.1,395707.0,209801.0,4668.0,88,812,321.314084,62,0.3181818181818182
81.08.09.2011,Bululora,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,240,76,20.06,161668.0,85725.0,1907.0,88,812,131.274416,62,0.4090909090909091
81.08.10.2001,Watuwei,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,533,151,39.86,321240.0,283914.0,6104.0,27,873,280.44252,54,0.2727272727272727
81.08.10.2002,Ilmarang,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,269,85,22.44,180848.0,154976.0,3332.0,27,873,157.880304,54,0.3181818181818182
81.08.10.2003,Letmasa,Dawelor Dawera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,179,52,13.73,110653.0,62781.0,1397.0,88,812,89.850236,54,0.2727272727272727
81.08.10.2004,Welora,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,202,74,19.54,157477.0,141348.0,3039.0,27,873,137.477421,54,0.2272727272727272
81.08.10.2005,Wiratan,Dawelor Dawera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,270,82,21.65,174482.0,100710.0,2241.0,88,812,141.679384,54,0.3181818181818182
81.08.10.2006,Nurnyaman,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,220,64,16.9,136200.0,120061.0,2581.0,27,873,118.9026,54,0.2272727272727272
81.08.11.2003,Pota Besar,Pulau Wetang,Maluku Barat Daya,wind_solar_hybrid,intermittent,245,64,16.9,136200.0,114940.0,3046.0,15,885,120.537,63,0.2727272727272727
